Sample ID,A/S Loc,Date,Time,Initial Sample Wt,Initial Sample Vol,Aliquot Vol.,Diluted To Vol.,Analyst Name,Remarks,Batch ID,Sample Type,Samp Number,Wt Units,Vol Units,Solids Ratio,Sample Prep Vol.,Nominal Wt.,Sample Units,Samp Units Fact.,User Name 1,User Value 1,User Name 2,User Value 2,User Name 3,User Value 3,User Name 4,User Value 4,User Name 5,User Value 5,Result Name,Analyte Name,Date,Time,Elem,Wavelength,Int (Corr),RSD (Corr Int),SD (Corr Int),Conc (Calib),Conc (Samp),Reported Conc (Calib),Reported Conc (Samp),RSD (Conc),SD (Calib),SD (Samp),Calib Units,Samp Units,View,Original Data,Tech,Special Sample Category,Special Calculated Value,Corr Coef,Read Delay,Read Time,Int Time,QC Recovery,Repl No1,Date1,Time1,Int (Net)1,Int (Corr)1,Conc (Calib)1,Conc (Samp)1
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Sr 407.771,2/22/2012,9:46:47 AM,Sr,407.771,2552652.885, , ,0.137373499,0.137373499,0.137,0.137, , , ,mg/L,mg/L,1,Yes,20, , ,0.999957406,60,1,0.01, ,1,2/22/2012,9:46:47 AM,2571067.151,2552652.885,0.137373499,0.137373499
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Te 214.281,2/22/2012,9:46:53 AM,Te,214.281,-329.6945982, , ,-0.088653614,-0.088653614,-0.089,-0.089, , , ,mg/L,mg/L,1,Yes,20, , ,0.999780013,60,5,5, ,1,2/22/2012,9:46:53 AM,-882.1356231,-329.6945982,-0.088653614,-0.088653614
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ti 334.940,2/22/2012,9:46:47 AM,Ti,334.94,495868.5791, , ,0.73806218,0.73806218,0.738,0.738, , , ,mg/L,mg/L,1,Yes,20, , ,0.999671824,60,1,0.01, ,1,2/22/2012,9:46:47 AM,498087.4823,495868.5791,0.73806218,0.73806218
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Y 371.029,2/22/2012,9:46:48 AM,Y,371.029,80102.21411, , ,0.062895359,0.062895359,0.063,0.063, , , ,mg/L,mg/L,1,Yes,20, , ,0.994502802,60,1,0.2, ,1,2/22/2012,9:46:48 AM,80017.70888,80102.21411,0.062895359,0.062895359
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Zn 206.200,2/22/2012,9:46:48 AM,Zn,206.2,18759.08161, , ,0.41917052,0.41917052,0.419,0.419, , , ,mg/L,mg/L,1,Yes,20, , ,0.997843701,60,1,0.2, ,1,2/22/2012,9:46:48 AM,21511.45335,18759.08161,0.41917052,0.41917052
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Bi 223.061,2/22/2012,9:46:53 AM,Bi,223.061,-251.1817038, , ,-0.041493759,-0.041493759,-0.041,-0.041, , , ,mg/L,mg/L,1,Yes,20, , ,0.999393124,60,5,5, ,1,2/22/2012,9:46:53 AM,-380.975238,-251.1817038,-0.041493759,-0.041493759
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ce 413.764,2/22/2012,9:46:48 AM,Ce,413.764,10041.4636, , ,0,0,0,0, , , ,mg/L,mg/L,1,Yes,20, , ,-0.807349236,60,1,0.2, ,1,2/22/2012,9:46:48 AM,10066.17862,10041.4636,0,0
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Co 228.616,2/22/2012,9:46:53 AM,Co,228.616,1695.318177, , ,0.022205299,0.022205299,0.022,0.022, , , ,mg/L,mg/L,1,Yes,20, , ,0.999937213,60,5,5, ,1,2/22/2012,9:46:53 AM,1463.72966,1695.318177,0.022205299,0.022205299
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ga 417.206,2/22/2012,9:46:48 AM,Ga,417.206,8231.436112, , ,0.070206574,0.070206574,0.07,0.07, , , ,mg/L,mg/L,1,Yes,20, , ,0.999978894,60,1,0.2, ,1,2/22/2012,9:46:48 AM,7013.791875,8231.436112,0.070206574,0.070206574
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,In 230.606,2/22/2012,9:46:48 AM,In,230.606,93.84933571, , ,0.005094754,0.005094754,0.005,0.005, , , ,mg/L,mg/L,1,Yes,20, , ,0.999877042,60,1,0.2, ,1,2/22/2012,9:46:48 AM,196.9489084,93.84933571,0.005094754,0.005094754
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Rb 780.023,2/22/2012,9:46:48 AM,Rb,780.023,26616.80727, , ,0.213778599,0.213778599,0.214,0.214, , , ,mg/L,mg/L,1,Yes,20, , ,0.999802267,60,1,0.2, ,1,2/22/2012,9:46:48 AM,-75122.56906,26616.80727,0.213778599,0.213778599
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ag 328.068,2/22/2012,9:46:48 AM,Ag,328.068,-2769.165621, , ,-0.014131756,-0.014131756,-0.014,-0.014, , , ,mg/L,mg/L,1,Yes,20, , ,0.999995919,60,1,0.2, ,1,2/22/2012,9:46:48 AM,-3046.431713,-2769.165621,-0.014131756,-0.014131756
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Tl 190.801,2/22/2012,9:46:53 AM,Tl,190.801,-37.35671298, , ,-0.015605383,-0.015605383,-0.016,-0.016, , , ,mg/L,mg/L,1,Yes,20, , ,0.999655615,60,5,5, ,1,2/22/2012,9:46:53 AM,-88.62124738,-37.35671298,-0.015605383,-0.015605383
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,U 385.958,2/22/2012,9:46:47 AM,U,385.958,25730.37822, , ,1.00527548,1.00527548,1.005,1.005, , , ,mg/L,mg/L,1,Yes,20, , ,0.99993687,60,1,0.01, ,1,2/22/2012,9:46:47 AM,29168.01542,25730.37822,1.00527548,1.00527548
 KTC-A-4_replica,47,2/22/2012,9:45:32 AM, , , , , , ,Geoarch WI12,0,2,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,V 290.880,2/22/2012,9:46:48 AM,V,290.88,55437.18058, , ,0.311887185,0.311887185,0.312,0.312, , , ,mg/L,mg/L,1,Yes,20, , ,0.999995624,60,1,0.2, ,1,2/22/2012,9:46:48 AM,57724.54318,55437.18058,0.311887185,0.311887185
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Al 396.153,2/22/2012,9:48:50 AM,Al,396.153,31286863.46, , ,219.3473411,219.3473411,219.3,219.3, , , ,mg/L,mg/L,1,Yes,20, , ,0.998810019,60,1,0.001, ,1,2/22/2012,9:48:50 AM,31300929.7,31286863.46,219.3473411,219.3473411
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,As 188.979,2/22/2012,9:48:59 AM,As,188.979,398.7320539, , ,0.178926864,0.178926864,0.179,0.179, , , ,mg/L,mg/L,1,Yes,20, , ,0.999935008,60,5,5, ,1,2/22/2012,9:48:59 AM,352.322492,398.7320539,0.178926864,0.178926864
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ba 233.527,2/22/2012,9:48:54 AM,Ba,233.527,69321.09402, , ,0.412839143,0.412839143,0.413,0.413, , , ,mg/L,mg/L,1,Yes,20, , ,0.999991049,60,1,0.2, ,1,2/22/2012,9:48:54 AM,69694.49733,69321.09402,0.412839143,0.412839143
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Be 313.107,2/22/2012,9:48:54 AM,Be,313.107,15844.17432, , ,0.0041344,0.0041344,0.004,0.004, , , ,mg/L,mg/L,1,Yes,20, , ,0.999976581,60,1,0.2, ,1,2/22/2012,9:48:54 AM,11700.27347,15844.17432,0.0041344,0.0041344
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,B 249.677,2/22/2012,9:48:54 AM,B,249.677,-15259.28332, , ,-0.777287742,-0.777287742,-0.777,-0.777, , , ,mg/L,mg/L,1,Yes,20, , ,0.698759444,60,1,0.2, ,1,2/22/2012,9:48:54 AM,-12702.37927,-15259.28332,-0.777287742,-0.777287742
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cd 228.802,2/22/2012,9:48:59 AM,Cd,228.802,592.4693349, , ,0.002274571,0.002274571,0.002,0.002, , , ,mg/L,mg/L,1,Yes,20, , ,0.999914006,60,5,5, ,1,2/22/2012,9:48:59 AM,798.0034618,592.4693349,0.002274571,0.002274571
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ca 317.933,2/22/2012,9:48:50 AM,Ca,317.933,51909752.14, , ,436.3315426,436.3315426,436.3,436.3, , , ,mg/L,mg/L,1,Yes,20, , ,0.949109255,60,1,0.001, ,1,2/22/2012,9:48:50 AM,51975184.11,51909752.14,436.3315426,436.3315426
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cr 267.716,2/22/2012,9:48:54 AM,Cr,267.716,23911.37509, , ,0.251971572,0.251971572,0.252,0.252, , , ,mg/L,mg/L,1,Yes,20, , ,0.999972956,60,1,0.2, ,1,2/22/2012,9:48:54 AM,24471.29742,23911.37509,0.251971572,0.251971572
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cu 327.393,2/22/2012,9:48:54 AM,Cu,327.393,25935.72119, , ,0.170257855,0.170257855,0.17,0.17, , , ,mg/L,mg/L,1,Yes,20, , ,0.999999482,60,1,0.2, ,1,2/22/2012,9:48:54 AM,25558.03495,25935.72119,0.170257855,0.170257855
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Fe 238.204,2/22/2012,9:48:50 AM,Fe,238.204,14463552.32, , ,150.8514556,150.8514556,150.9,150.9, , , ,mg/L,mg/L,1,Yes,20, , ,0.895014266,60,1,0.001, ,1,2/22/2012,9:48:50 AM,14510634.51,14463552.32,150.8514556,150.8514556
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Li 670.784,2/22/2012,9:48:52 AM,Li,670.784,1975032.858, , ,0.310087377,0.310087377,0.31,0.31, , , ,mg/L,mg/L,1,Yes,20, , ,0.999897282,60,1,0.01, ,1,2/22/2012,9:48:52 AM,2056222.183,1975032.858,0.310087377,0.310087377
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Pb 220.353,2/22/2012,9:48:59 AM,Pb,220.353,1724.351516, , ,0.067825707,0.067825707,0.068,0.068, , , ,mg/L,mg/L,1,Yes,20, , ,0.999970198,60,5,5, ,1,2/22/2012,9:48:59 AM,1838.042424,1724.351516,0.067825707,0.067825707
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Mg 285.213,2/22/2012,9:48:50 AM,Mg,285.213,37277311.06, , ,100.8917838,100.8917838,100.9,100.9, , , ,mg/L,mg/L,1,Yes,20, , ,0.997378709,60,1,0.001, ,1,2/22/2012,9:48:50 AM,37292199.25,37277311.06,100.8917838,100.8917838
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Mn 257.610,2/22/2012,9:48:50 AM,Mn,257.61,13921706.12, , ,13.66703758,13.66703758,13.67,13.67, , , ,mg/L,mg/L,1,Yes,20, , ,0.999911931,60,1,0.001, ,1,2/22/2012,9:48:50 AM,13929307.87,13921706.12,13.66703758,13.66703758
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ni 231.604,2/22/2012,9:48:59 AM,Ni,231.604,9420.421169, , ,0.20465063,0.20465063,0.205,0.205, , , ,mg/L,mg/L,1,Yes,20, , ,0.999886818,60,5,5, ,1,2/22/2012,9:48:59 AM,9626.981858,9420.421169,0.20465063,0.20465063
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,P 213.617,2/22/2012,9:48:54 AM,P,213.617,26124.37518, , ,0,0,0,0, , , ,mg/L,mg/L,1,Yes,20, , ,-0.999850631,60,1,0.2, ,1,2/22/2012,9:48:54 AM,26250.6903,26124.37518,0,0
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,K 766.490,2/22/2012,9:48:52 AM,K,766.49,5813763.876, , ,14.82330189,14.82330189,14.82,14.82, , , ,mg/L,mg/L,1,Yes,20, , ,0.999441138,60,1,0.01, ,1,2/22/2012,9:48:52 AM,5842872.703,5813763.876,14.82330189,14.82330189
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Sc 361.383,2/22/2012,9:48:54 AM,Sc,361.383,94530.2499, , ,0.035376214,0.035376214,0.035,0.035, , , ,mg/L,mg/L,1,Yes,20, , ,0.994513661,60,1,0.2, ,1,2/22/2012,9:48:54 AM,94588.60371,94530.2499,0.035376214,0.035376214
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Se 196.026,2/22/2012,9:48:59 AM,Se,196.026,-88.31323034, , ,-0.085568141,-0.085568141,-0.086,-0.086, , , ,mg/L,mg/L,1,Yes,20, , ,0.999499565,60,5,5, ,1,2/22/2012,9:48:59 AM,-142.576216,-88.31323034,-0.085568141,-0.085568141
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Na 589.592,2/22/2012,9:48:50 AM,Na,589.592,5202416.417, , ,8.200404318,8.200404318,8.2,8.2, , , ,mg/L,mg/L,1,Yes,20, , ,0.989042052,60,1,0.001, ,1,2/22/2012,9:48:50 AM,5390809.796,5202416.417,8.200404318,8.200404318
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Sr 407.771,2/22/2012,9:48:50 AM,Sr,407.771,4638599.282, , ,0.250596586,0.250596586,0.251,0.251, , , ,mg/L,mg/L,1,Yes,20, , ,0.999957406,60,1,0.001, ,1,2/22/2012,9:48:50 AM,4657013.548,4638599.282,0.250596586,0.250596586
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Te 214.281,2/22/2012,9:48:59 AM,Te,214.281,-626.9567772, , ,-0.157202418,-0.157202418,-0.157,-0.157, , , ,mg/L,mg/L,1,Yes,20, , ,0.999780013,60,5,5, ,1,2/22/2012,9:48:59 AM,-1179.397802,-626.9567772,-0.157202418,-0.157202418
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ti 334.940,2/22/2012,9:48:52 AM,Ti,334.94,918294.2512, , ,1.365492258,1.365492258,1.365,1.365, , , ,mg/L,mg/L,1,Yes,20, , ,0.999671824,60,1,0.01, ,1,2/22/2012,9:48:52 AM,920513.1544,918294.2512,1.365492258,1.365492258
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Y 371.029,2/22/2012,9:48:54 AM,Y,371.029,140167.424, , ,0.1088709,0.1088709,0.109,0.109, , , ,mg/L,mg/L,1,Yes,20, , ,0.994502802,60,1,0.2, ,1,2/22/2012,9:48:54 AM,140082.9188,140167.424,0.1088709,0.1088709
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Zn 206.200,2/22/2012,9:48:54 AM,Zn,206.2,32117.31741, , ,0.70070566,0.70070566,0.701,0.701, , , ,mg/L,mg/L,1,Yes,20, , ,0.997843701,60,1,0.2, ,1,2/22/2012,9:48:54 AM,34869.68915,32117.31741,0.70070566,0.70070566
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Bi 223.061,2/22/2012,9:48:59 AM,Bi,223.061,-459.4575949, , ,-0.077346702,-0.077346702,-0.077,-0.077, , , ,mg/L,mg/L,1,Yes,20, , ,0.999393124,60,5,5, ,1,2/22/2012,9:48:59 AM,-589.2511292,-459.4575949,-0.077346702,-0.077346702
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ce 413.764,2/22/2012,9:48:54 AM,Ce,413.764,16816.95355, , ,0,0,0,0, , , ,mg/L,mg/L,1,Yes,20, , ,-0.807349236,60,1,0.2, ,1,2/22/2012,9:48:54 AM,16841.66857,16816.95355,0,0
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Co 228.616,2/22/2012,9:48:59 AM,Co,228.616,3168.308734, , ,0.044057609,0.044057609,0.044,0.044, , , ,mg/L,mg/L,1,Yes,20, , ,0.999937213,60,5,5, ,1,2/22/2012,9:48:59 AM,2936.720217,3168.308734,0.044057609,0.044057609
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ga 417.206,2/22/2012,9:48:54 AM,Ga,417.206,14118.05887, , ,0.121682813,0.121682813,0.122,0.122, , , ,mg/L,mg/L,1,Yes,20, , ,0.999978894,60,1,0.2, ,1,2/22/2012,9:48:54 AM,12900.41464,14118.05887,0.121682813,0.121682813
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,In 230.606,2/22/2012,9:48:54 AM,In,230.606,147.105761, , ,0.009310757,0.009310757,0.009,0.009, , , ,mg/L,mg/L,1,Yes,20, , ,0.999877042,60,1,0.2, ,1,2/22/2012,9:48:54 AM,250.2053337,147.105761,0.009310757,0.009310757
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Rb 780.023,2/22/2012,9:48:54 AM,Rb,780.023,46508.2972, , ,0.37774196,0.37774196,0.378,0.378, , , ,mg/L,mg/L,1,Yes,20, , ,0.999802267,60,1,0.2, ,1,2/22/2012,9:48:54 AM,-55231.07914,46508.2972,0.37774196,0.37774196
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ag 328.068,2/22/2012,9:48:54 AM,Ag,328.068,-5115.694404, , ,-0.025512581,-0.025512581,-0.026,-0.026, , , ,mg/L,mg/L,1,Yes,20, , ,0.999995919,60,1,0.2, ,1,2/22/2012,9:48:54 AM,-5392.960496,-5115.694404,-0.025512581,-0.025512581
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Tl 190.801,2/22/2012,9:48:59 AM,Tl,190.801,-69.61418039, , ,-0.025654691,-0.025654691,-0.026,-0.026, , , ,mg/L,mg/L,1,Yes,20, , ,0.999655615,60,5,5, ,1,2/22/2012,9:48:59 AM,-120.8787148,-69.61418039,-0.025654691,-0.025654691
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,U 385.958,2/22/2012,9:48:52 AM,U,385.958,48507.58779, , ,1.892826436,1.892826436,1.893,1.893, , , ,mg/L,mg/L,1,Yes,20, , ,0.99993687,60,1,0.01, ,1,2/22/2012,9:48:52 AM,51945.22499,48507.58779,1.892826436,1.892826436
 KTC-A-4,48,2/22/2012,9:47:32 AM, , , , , , ,Geoarch WI12,0,3,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,V 290.880,2/22/2012,9:48:54 AM,V,290.88,96030.98842, , ,0.540920368,0.540920368,0.541,0.541, , , ,mg/L,mg/L,1,Yes,20, , ,0.999995624,60,1,0.2, ,1,2/22/2012,9:48:54 AM,98318.35102,96030.98842,0.540920368,0.540920368
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Al 396.153,2/22/2012,9:50:58 AM,Al,396.153,27465978.07, , ,192.5650967,192.5650967,192.6,192.6, , , ,mg/L,mg/L,1,Yes,20, , ,0.998810019,60,1,0.001, ,1,2/22/2012,9:50:58 AM,27480044.3,27465978.07,192.5650967,192.5650967
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,As 188.979,2/22/2012,9:51:09 AM,As,188.979,390.732033, , ,0.175141891,0.175141891,0.175,0.175, , , ,mg/L,mg/L,1,Yes,20, , ,0.999935008,60,6,2, ,1,2/22/2012,9:51:09 AM,344.3224711,390.732033,0.175141891,0.175141891
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ba 233.527,2/22/2012,9:51:03 AM,Ba,233.527,88915.84324, , ,0.529655302,0.529655302,0.53,0.53, , , ,mg/L,mg/L,1,Yes,20, , ,0.999991049,60,1,0.1, ,1,2/22/2012,9:51:03 AM,89289.24655,88915.84324,0.529655302,0.529655302
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Be 313.107,2/22/2012,9:51:03 AM,Be,313.107,25270.62189, , ,0.007283432,0.007283432,0.007,0.007, , , ,mg/L,mg/L,1,Yes,20, , ,0.999976581,60,1,0.1, ,1,2/22/2012,9:51:03 AM,21126.72103,25270.62189,0.007283432,0.007283432
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,B 249.677,2/22/2012,9:51:03 AM,B,249.677,-10733.95468, , ,-0.528431172,-0.528431172,-0.528,-0.528, , , ,mg/L,mg/L,1,Yes,20, , ,0.698759444,60,1,0.1, ,1,2/22/2012,9:51:03 AM,-8177.050634,-10733.95468,-0.528431172,-0.528431172
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cd 228.802,2/22/2012,9:51:09 AM,Cd,228.802,680.5937104, , ,0.003288827,0.003288827,0.003,0.003, , , ,mg/L,mg/L,1,Yes,20, , ,0.999914006,60,6,2, ,1,2/22/2012,9:51:09 AM,886.1278372,680.5937104,0.003288827,0.003288827
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Ca 317.933,2/22/2012,9:50:56 AM,Ca,317.933,57217729.49, , ,480.9174239,480.9174239,480.9,480.9, , , ,mg/L,mg/L,1,Yes,20, , ,0.949109255,60,1,0.001, ,1,2/22/2012,9:50:56 AM,57283161.46,57217729.49,480.9174239,480.9174239
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cr 267.716,2/22/2012,9:51:09 AM,Cr,267.716,20713.44118, , ,0.218184677,0.218184677,0.218,0.218, , , ,mg/L,mg/L,1,Yes,20, , ,0.999972956,60,6,2, ,1,2/22/2012,9:51:09 AM,21273.36352,20713.44118,0.218184677,0.218184677
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Cu 327.393,2/22/2012,9:51:03 AM,Cu,327.393,35115.2642, , ,0.230412313,0.230412313,0.23,0.23, , , ,mg/L,mg/L,1,Yes,20, , ,0.999999482,60,1,0.1, ,1,2/22/2012,9:51:03 AM,34737.57796,35115.2642,0.230412313,0.230412313
KTC-B-1,49,2/22/2012,9:49:38 AM, , , , , , ,Geoarch WI12,0,4,g,mL, , , , , , , , , , , , , , , ,Geoarch_WI_12,Fe 238.204,2/22/2012,9:50:56 AM,Fe,238.204,14836256.66, , ,154.7340193,154.7340193,154.7,154.7, , , ,mg/L,mg/L,1,Yes,20, , ,0.895014266,60,1,0.001, ,1,2/22/2012,9:50:56 AM,14883338.85,14836256.66,154.7340193,154.7340193
